registration_number,brand,model,year,mileage,fuel_type,transmission,engine_cc,owner_type,price
GJ 69 VN 6798,Volkswagen,Tiguan,2018,141055.0,Hybrid,Manual,1598.0,Third,4200.0
AP 81 FN 9102,Maruti,Baleno,2018,,CNG,Manual,1999.0,Third,3300.0
GJ 61 AQ 5763,BMW,X5,2022,68265.0,Diesel,Manual,3982.0,First,21100.0
AP 77 WK 9774,BMW,5 Series,2023,50583.0,Diesel,Automatic,2497.0,Third,29000.0
MH 69 IM 8593,Toyota,RAV4,2010,254267.0,Hybrid,Manual,1999.0,Third,2500.0
KL 19 SK 5417,Ford,Mustang,2011,190804.0,CNG,Manual,4951.0,First,2500.0
TS 15 LB 3173,Volkswagen,Tiguan,2010,171371.0,Petrol,Automatic,1497.0,Second,2500.0
DL 09 EO 5338,Tesla,Model S,2010,178357.0,Electric,Manual,0.0,Third,2500.0
KA 15 EH 6776,Volkswagen,Jetta,2017,143035.0,Hybrid,Manual,1999.0,First,3700.0
AP 87 MF 6635,Audi,A4,2018,145168.0,Hybrid,Manual,2993.0,Fourth & Above,7300.0
KA 34 UY 8067,Honda,Civic,2021,67909.0,CNG,Automatic,1497.0,Third,7200.0
TS 97 VH 8434,Toyota,Fortuner,2012,196140.0,Petrol,Automatic,3198.0,Third,2500.0
KL 33 MD 3300,Tesla,Model 3,2023,29817.0,Electric,Automatic,0.0,Fourth & Above,25100.0
AP 04 QI 9613,Honda,CR-V,2025,14438.0,Diesel,Automatic,999.0,Third,14000.0
UP 56 HA 4848,Honda,Amaze,2024,24901.0,CNG,Manual,1799.0,Fourth & Above,12100.0
UP 76 RE 3048,Audi,Q5,2012,175992.0,Petrol,Automatic,1998.0,Third,3200.0
GJ 72 QB 6055,Volkswagen,Virtus,2024,24766.0,Diesel,Manual,1197.0,Third,16400.0
AP 39 LB 3371,Maruti,Brezza,2012,,Petrol,Manual,1799.0,Third,2500.0
KL 24 TT 2047,Maruti,Baleno,2017,83657.0,Electric,Automatic,0.0,Third,3100.0
DL 83 JH 8141,Honda,CR-V,2019,101326.0,Hybrid,Manual,1799.0,First,5500.0
WB 14 KA 7684,Audi,Q5,2017,155719.0,Petrol,Manual,,Fourth & Above,5900.0
KL 28 FQ 2827,Ford,Endeavour,2013,232078.0,CNG,Manual,3198.0,Fourth & Above,2500.0
UP 71 HM 2237,Tata,Harrier,2012,220034.0,Electric,Manual,0.0,Second,2500.0
UP 66 VO 8984,Hyundai,Creta,2016,150680.0,Electric,Manual,0.0,First,2500.0
HR 41 BA 3909,Toyota,Highlander,2019,83617.0,CNG,Manual,2755.0,Third,6600.0
HR 82 LB 3786,Toyota,Corolla,2022,64779.0,CNG,Automatic,1197.0,First,13100.0
DL 35 NV 8524,Audi,Q5,2022,52689.0,,Manual,1998.0,Third,22400.0
TN 10 HR 3165,Volkswagen,Tiguan,2019,102926.0,Diesel,Manual,1799.0,Fourth & Above,5600.0
KA 70 JF 3439,Mahindra,XUV700,2012,122786.0,Petrol,Manual,3198.0,Second,2500.0
DL 88 XC 7336,Toyota,Camry,2017,123375.0,Hybrid,Manual,999.0,Second,5200.0
UP 02 OX 9360,Maruti,Swift,2023,35032.0,Diesel,Manual,1197.0,Fourth & Above,9000.0
KA 07 PA 8483,Audi,Q5,2025,14020.0,Petrol,Manual,2497.0,Third,32300.0
TN 68 LC 2804,Honda,City,2017,98670.0,,Automatic,1197.0,First,3600.0
AP 45 KM 2882,Audi,A4,2018,130099.0,Hybrid,Automatic,3982.0,Fourth & Above,8000.0
WB 65 QN 3316,Audi,A6,2024,25868.0,Electric,Automatic,0.0,First,32900.0
TN 48 LP 4399,Tata,Harrier,2021,61577.0,Electric,Automatic,0.0,Fourth & Above,8500.0
MH 28 VU 5729,Mahindra,Thar,2016,138855.0,Electric,Automatic,0.0,First,3000.0
DL 01 JV 2809,Volkswagen,Virtus,2012,158419.0,Electric,Manual,0.0,Fourth & Above,2500.0
DL 15 TM 9714,Honda,City,2023,51110.0,Diesel,Manual,1197.0,Third,9800.0
AP 69 SM 9364,Tesla,Model Y,2016,171380.0,,Manual,0.0,Third,5200.0
KL 88 TU 4732,Mahindra,Thar,2016,120975.0,Diesel,Manual,1497.0,First,3700.0
KL 08 MK 4654,Tata,Harrier,2012,222477.0,Diesel,Manual,1999.0,First,2500.0
GJ 21 IP 3032,Mercedes,C-Class,2011,257375.0,Diesel,Manual,3982.0,First,2500.0
KL 68 TX 9530,Maruti,Baleno,2010,143457.0,CNG,Automatic,1598.0,First,2500.0
MH 14 PD 2808,Volkswagen,Tiguan,2025,20270.0,Electric,Manual,0.0,Third,15500.0
KL 28 UZ 6134,Mercedes,S-Class,2023,52667.0,Hybrid,Manual,1998.0,First,26400.0
KL 23 XY 7789,Tata,Harrier,2013,234910.0,Petrol,Manual,1497.0,Fourth & Above,2500.0
DL 68 WW 1877,Honda,City,2019,100487.0,CNG,Manual,1799.0,First,5500.0
KL 45 GZ 3813,Tata,Tiago,2015,166202.0,Diesel,Manual,999.0,Fourth & Above,2500.0
UP 68 KI 1600,Honda,City,2017,147987.0,Electric,Manual,0.0,Second,2600.0
TS 65 HK 7899,Toyota,RAV4,2011,160091.0,CNG,Automatic,1497.0,Third,2500.0
TS 14 OZ 5461,BMW,7 Series,2013,128311.0,Diesel,Manual,2993.0,Second,5400.0
KA 91 FW 4078,Honda,Amaze,2015,128016.0,Petrol,Automatic,1598.0,Fourth & Above,2900.0
DL 93 YR 5123,Tata,Nexon,2013,197088.0,CNG,Automatic,1497.0,Third,2500.0
GJ 85 XK 1755,Hyundai,Sonata,2013,146684.0,Petrol,Manual,1598.0,First,2500.0
TN 72 XT 3880,Volkswagen,Virtus,2019,85518.0,CNG,Automatic,1999.0,Second,5700.0
GJ 09 CG 4535,Tesla,Model 3,2024,29774.0,Electric,Automatic,0.0,First,30600.0
DL 91 JA 3953,Audi,Q7,2016,,Electric,Manual,0.0,First,5000.0
DL 24 XH 8108,Mercedes,E-Class,2015,163037.0,Hybrid,Manual,1998.0,Second,5200.0
GJ 35 EV 1504,Hyundai,Tucson,2010,146240.0,Hybrid,Automatic,1197.0,Third,2500.0
KA 16 VX 9433,Ford,F-150,2017,148781.0,Petrol,Automatic,4951.0,Fourth & Above,4300.0
DL 80 RT 2064,Tata,Nexon,2020,75087.0,CNG,Automatic,1497.0,First,7000.0
UP 08 QF 7316,BMW,X5,2011,172311.0,Diesel,Automatic,1998.0,Third,3000.0
MH 05 UF 4962,Honda,Civic,2010,233153.0,Hybrid,Automatic,1999.0,Second,2500.0
DL 30 RM 2528,Mahindra,Bolero,2022,52967.0,Electric,Manual,0.0,Second,11100.0
HR 17 IU 3437,Audi,Q5,2012,232367.0,CNG,Manual,2497.0,First,3200.0
HR 87 QR 4769,Mercedes,C-Class,2022,50696.0,Diesel,Automatic,2497.0,Fourth & Above,21800.0
GJ 56 YZ 6930,BMW,X3,2016,128674.0,CNG,Automatic,2993.0,Fourth & Above,7800.0
KL 35 GK 1355,Mercedes,E-Class,2019,76684.0,Electric,Manual,0.0,Third,13900.0
TN 32 SN 7913,Audi,Q5,2015,199559.0,CNG,Automatic,3982.0,Third,4800.0
KL 16 ZR 9569,Mercedes,GLC,2016,113656.0,Electric,Automatic,0.0,Third,7200.0
HR 37 XX 7585,BMW,3 Series,2011,238495.0,Hybrid,Automatic,3982.0,Second,2500.0
KA 59 WU 1364,Volkswagen,Virtus,2023,40247.0,CNG,Automatic,999.0,Fourth & Above,12100.0
DL 68 IZ 8340,Tata,Tiago,2011,134793.0,Electric,Manual,0.0,First,2500.0
KA 70 XQ 7920,Honda,CR-V,2022,53651.0,Electric,Automatic,0.0,First,9500.0
TS 79 UN 9472,Toyota,Innova,2013,157615.0,Hybrid,Manual,1497.0,Second,2500.0
DL 63 KJ 1746,Hyundai,Elantra,2018,,Hybrid,Automatic,1999.0,Fourth & Above,4800.0
KA 39 BE 6413,Ford,F-150,2015,178233.0,Electric,Manual,0.0,Third,3000.0
HR 66 ZC 7738,Toyota,Innova,2017,124987.0,Electric,Automatic,0.0,Second,5200.0
GJ 45 HA 2385,BMW,7 Series,2019,100142.0,Electric,Manual,0.0,Fourth & Above,11400.0
TN 98 JU 9252,Toyota,Camry,2014,152025.0,CNG,Automatic,1799.0,First,2900.0
AP 19 BG 7921,Hyundai,Sonata,2025,15693.0,Electric,Manual,0.0,Second,15300.0
DL 30 DR 2178,BMW,X3,2019,105445.0,CNG,Automatic,3982.0,Fourth & Above,13100.0
TN 58 HD 8315,Volkswagen,Jetta,2016,104994.0,Electric,Manual,0.0,Fourth & Above,4000.0
AP 57 RK 1674,Mercedes,GLC,2021,67593.0,Diesel,Automatic,3982.0,Second,18100.0
WB 31 JQ 6476,Maruti,Ertiga,2025,18197.0,Electric,Automatic,0.0,Third,12200.0
DL 61 MO 7879,Ford,Endeavour,2021,85206.0,Electric,Automatic,0.0,First,12000.0
HR 77 OL 4272,Maruti,Dzire,2019,62240.0,Petrol,Automatic,1598.0,Fourth & Above,4300.0
WB 92 BS 5550,Mercedes,C-Class,2012,159277.0,Diesel,Manual,1998.0,First,4100.0
HR 44 HQ 6464,Tesla,Model 3,2023,37606.0,Electric,Manual,0.0,Second,28800.0
WB 88 VY 1220,Volkswagen,Virtus,2021,57115.0,Diesel,Manual,1598.0,Fourth & Above,10300.0
HR 75 YV 6925,Toyota,RAV4,2024,21576.0,Petrol,Manual,1999.0,First,17300.0
KA 88 KQ 4523,Tata,Nexon,2012,200062.0,CNG,Automatic,999.0,Third,2500.0
KA 66 UY 7690,Tesla,Model Y,2018,97449.0,Electric,Automatic,0.0,Fourth & Above,10700.0
AP 71 EW 1259,Maruti,Dzire,2010,175752.0,CNG,Automatic,1999.0,Fourth & Above,2500.0
UP 09 IW 3688,Tesla,Model Y,2014,142635.0,Electric,Automatic,0.0,First,5100.0
TN 41 IP 4964,Tesla,Model 3,2017,74046.0,Electric,Automatic,0.0,Fourth & Above,12000.0
GJ 50 MB 6051,Audi,Q7,2015,,Petrol,Automatic,2497.0,First,4800.0
GJ 44 FI 8458,Mahindra,Scorpio,2024,35205.0,CNG,Manual,1598.0,Third,16100.0
WB 22 XH 9266,Mercedes,GLC,2014,98628.0,Hybrid,Automatic,1998.0,First,7800.0
KL 62 JD 4338,Mahindra,XUV700,2021,92754.0,Electric,Automatic,0.0,Third,9000.0
HR 54 YK 9757,Honda,Accord,2021,47515.0,Petrol,Manual,1799.0,Third,7900.0
GJ 78 KK 1948,Honda,CR-V,2016,179829.0,CNG,Automatic,1999.0,Second,2500.0
KA 49 OL 3913,Audi,Q5,2012,245218.0,CNG,Automatic,2993.0,Third,3200.0
DL 69 CI 7310,BMW,7 Series,2016,175634.0,Diesel,Automatic,1998.0,First,5700.0
TS 74 OX 4967,BMW,X3,2014,185357.0,Diesel,Automatic,1998.0,Second,4200.0
KA 38 XM 2443,Toyota,Fortuner,2013,129600.0,Diesel,Automatic,3198.0,Second,2500.0
TN 25 BZ 6034,BMW,5 Series,2012,162092.0,Hybrid,Manual,1998.0,First,3300.0
HR 85 YK 6239,Mercedes,C-Class,2024,26170.0,Petrol,Manual,2993.0,Fourth & Above,35100.0
MH 77 SD 3316,Mahindra,Bolero,2023,35322.0,Hybrid,Automatic,1799.0,First,14200.0
KA 89 XM 7234,Tata,Tiago,2018,92519.0,Hybrid,Manual,999.0,First,4900.0
MH 95 DM 9774,Tesla,Model S,2012,118998.0,Electric,Manual,0.0,Second,4800.0
AP 80 SY 7249,Ford,EcoSport,2014,115568.0,Electric,Automatic,0.0,Fourth & Above,3300.0
MH 85 ZU 6762,Ford,Mustang,2016,146128.0,Petrol,Manual,3198.0,First,4100.0
WB 85 OI 6564,Mahindra,XUV700,2014,164975.0,Diesel,Manual,2198.0,Second,2500.0
KA 38 KF 1732,Audi,Q7,2014,128256.0,Electric,Manual,0.0,Second,5600.0
GJ 04 FZ 3980,Hyundai,Verna,2010,242629.0,CNG,Automatic,1598.0,First,2500.0
AP 89 TK 1682,Mercedes,C-Class,2023,51884.0,Electric,Automatic,0.0,Fourth & Above,30700.0
HR 27 BD 7372,Tesla,Model S,2010,170481.0,Electric,Automatic,0.0,Fourth & Above,2500.0
TS 55 WT 4893,Hyundai,Verna,2021,63108.0,CNG,Automatic,1999.0,Fourth & Above,8800.0
DL 72 MA 5578,Honda,Accord,2022,59569.0,Diesel,Manual,999.0,First,10200.0
TS 16 YX 5200,Mahindra,Scorpio,2024,35369.0,CNG,Manual,1799.0,Second,12800.0
KA 34 OZ 1782,Maruti,Ertiga,2020,95031.0,CNG,Automatic,,Third,4600.0
DL 82 BS 6429,Hyundai,Sonata,2019,90078.0,CNG,Automatic,1999.0,First,5300.0
GJ 96 YN 6435,Tesla,Model 3,2014,177476.0,Electric,Automatic,0.0,Fourth & Above,4300.0
GJ 01 YY 2815,Tata,Harrier,2015,132085.0,CNG,Manual,1799.0,Second,3100.0
HR 88 NP 7709,Maruti,Baleno,2014,127294.0,Electric,Automatic,0.0,Fourth & Above,2500.0
UP 42 SP 6484,Volkswagen,Virtus,2010,228326.0,Hybrid,Manual,1497.0,Fourth & Above,2500.0
TS 77 UF 9240,Ford,Mustang,2017,105969.0,Electric,Automatic,0.0,Third,6000.0
HR 68 MV 3563,Tesla,Model S,2025,14579.0,Electric,Manual,0.0,First,40000.0
HR 79 NL 6214,Tata,Altroz,2020,97992.0,Petrol,Automatic,1497.0,Fourth & Above,5900.0
TN 07 SG 6750,Honda,CR-V,2023,34766.0,Electric,Automatic,0.0,Fourth & Above,10300.0
TS 74 PU 3543,Tesla,Model S,2015,96153.0,Electric,Manual,0.0,First,8100.0
AP 71 BS 9518,Ford,F-150,2014,113273.0,CNG,Manual,2755.0,Third,3700.0
DL 39 RA 2179,Mercedes,GLE,2011,267455.0,CNG,Manual,1998.0,Third,3100.0
TS 42 II 7829,Hyundai,Sonata,2024,33453.0,CNG,Automatic,1999.0,Fourth & Above,13000.0
AP 82 WE 9122,Toyota,RAV4,2017,129289.0,Petrol,Automatic,1497.0,Fourth & Above,5300.0
TS 53 OX 3515,Ford,Mustang,2020,,Hybrid,Manual,2755.0,First,9400.0
TN 87 PO 6573,Maruti,Brezza,2011,146948.0,Hybrid,Automatic,1799.0,Second,2500.0
TS 51 PU 9388,Hyundai,i20,2014,108355.0,Diesel,Automatic,1197.0,Third,3000.0
UP 90 SD 9271,Mercedes,GLC,2022,35345.0,Petrol,Automatic,1998.0,Third,26700.0
UP 22 KG 2643,Honda,City,2025,13020.0,CNG,Automatic,999.0,Third,16900.0
AP 45 MY 6230,Tata,Safari,2015,148893.0,Diesel,Automatic,1497.0,Fourth & Above,2500.0
AP 69 PV 9071,Audi,A4,2025,10491.0,CNG,Automatic,2993.0,Second,34300.0
TN 63 MW 4948,Honda,CR-V,2023,49719.0,,Manual,1799.0,Third,11600.0
KA 16 KU 5133,Mercedes,C-Class,2021,53900.0,Electric,Manual,0.0,First,21800.0
GJ 62 EF 6773,Mahindra,Bolero,2017,144443.0,Hybrid,Manual,1999.0,First,3400.0
GJ 43 UL 8661,Hyundai,Creta,2020,73492.0,Hybrid,Automatic,1497.0,Fourth & Above,5900.0
WB 96 SZ 6636,BMW,7 Series,2020,61541.0,CNG,Automatic,2993.0,Third,17200.0
GJ 99 IU 2926,Mahindra,Scorpio,2025,14627.0,Electric,Automatic,0.0,First,16500.0
KA 33 MZ 8284,BMW,X5,2015,118183.0,Hybrid,Automatic,2993.0,First,5800.0
TS 92 KS 6571,Volkswagen,Polo,2018,125333.0,CNG,Automatic,1497.0,Second,3900.0
DL 78 MD 1316,Toyota,Fortuner,2016,132064.0,Electric,Manual,0.0,First,4000.0
AP 59 SZ 5418,Honda,City,2021,71913.0,Petrol,Manual,1999.0,Fourth & Above,6400.0
MH 15 XZ 6982,Audi,A4,2025,17232.0,Diesel,Automatic,1998.0,Third,35400.0
TS 87 ZL 9637,Audi,A6,2023,41062.0,Hybrid,Manual,3982.0,Fourth & Above,29800.0
DL 45 DY 4176,Audi,Q7,2011,196175.0,Diesel,Manual,1998.0,Third,2900.0
HR 79 HN 7638,Audi,A4,2012,151283.0,Electric,Automatic,0.0,Second,3600.0
HR 67 AG 1180,Volkswagen,Jetta,2020,80874.0,CNG,Automatic,999.0,Fourth & Above,8100.0
AP 04 QF 6614,Volkswagen,Polo,2024,31384.0,Hybrid,Automatic,1799.0,Third,15900.0
GJ 50 NS 2698,Ford,EcoSport,2017,155606.0,CNG,Automatic,1197.0,First,4800.0
TS 21 ZM 2353,Honda,Accord,2014,215016.0,Diesel,Manual,1999.0,Third,2500.0
TS 58 IU 5470,Honda,Amaze,2025,19083.0,Diesel,Automatic,1598.0,Third,17400.0
KA 99 WR 6613,Tata,Safari,2016,101832.0,Hybrid,Automatic,999.0,Third,3200.0
WB 83 RD 4545,Honda,Accord,2022,70604.0,Petrol,Automatic,999.0,Second,7700.0
MH 22 AC 5276,Mahindra,Bolero,2019,113770.0,Hybrid,Automatic,1497.0,First,5400.0
GJ 27 MA 4204,Volkswagen,Jetta,2016,106361.0,Petrol,Manual,1197.0,First,3700.0
TN 54 VV 8916,Toyota,Fortuner,2025,19364.0,Hybrid,Automatic,2198.0,Fourth & Above,22900.0
KL 89 CU 7816,Tata,Nexon,2017,144302.0,CNG,Automatic,1598.0,First,3200.0
AP 74 HB 4705,Ford,Mustang,2025,11600.0,CNG,Automatic,3198.0,First,20900.0
KA 76 TC 7574,Volkswagen,Jetta,2022,69415.0,Electric,Automatic,0.0,Fourth & Above,9600.0
HR 17 KV 2875,Toyota,RAV4,2017,127912.0,Hybrid,Manual,1999.0,Fourth & Above,4000.0
GJ 19 SM 8611,Tesla,Model S,2024,31147.0,Electric,Automatic,0.0,First,28300.0
TS 22 MZ 1056,Toyota,Highlander,2018,82855.0,Diesel,Manual,4951.0,Second,7200.0
MH 78 HG 7030,Ford,Explorer,2013,162987.0,Petrol,Automatic,1497.0,Third,2500.0
TS 11 PJ 6538,Maruti,Baleno,2019,73805.0,Petrol,Manual,1497.0,Fourth & Above,4200.0
KA 20 RH 4103,Mercedes,GLE,2016,160972.0,Petrol,Manual,1998.0,Second,5800.0
UP 59 DP 9076,Honda,Amaze,2020,74864.0,CNG,Automatic,1197.0,First,6100.0
MH 33 WM 1078,Honda,City,2010,161140.0,CNG,Automatic,1799.0,First,2500.0
GJ 34 DY 8430,Hyundai,Elantra,2022,46371.0,CNG,Automatic,1197.0,Second,9500.0
TS 84 WS 8455,Tata,Altroz,2024,36055.0,Petrol,Manual,1497.0,Fourth & Above,12500.0
UP 54 XX 8392,Volkswagen,Jetta,2012,204357.0,Diesel,Manual,1197.0,Second,2500.0
UP 39 WO 4558,Hyundai,Creta,2018,145924.0,Petrol,Automatic,1799.0,Third,3900.0
UP 75 LS 5897,Honda,Amaze,2012,253263.0,Hybrid,Automatic,1598.0,Second,2500.0
TS 38 VX 6752,Mahindra,Bolero,2013,118879.0,CNG,Automatic,1497.0,Fourth & Above,2800.0
UP 27 JQ 6535,Tata,Safari,2024,22258.0,Electric,Manual,0.0,Second,13900.0
AP 49 XS 3981,Mercedes,C-Class,2016,141432.0,Hybrid,Automatic,3982.0,Third,6000.0
KL 57 OO 7137,Volkswagen,Virtus,2012,144116.0,Electric,Automatic,0.0,First,2500.0
KL 76 FX 8275,Mahindra,Thar,2016,141522.0,Electric,Manual,0.0,Fourth & Above,3000.0
MH 24 VZ 1532,Honda,Civic,2011,265990.0,Hybrid,Manual,1799.0,Second,2500.0
UP 30 II 7210,Tata,Tiago,2015,121272.0,Diesel,Manual,1197.0,First,2700.0
TN 52 TL 3138,Toyota,Highlander,2010,266330.0,Electric,Automatic,0.0,Second,2500.0
DL 62 WB 1540,BMW,X3,2024,29320.0,Diesel,Automatic,2497.0,First,32200.0
KA 75 UY 9524,Tata,Safari,2018,110797.0,Hybrid,Automatic,1497.0,Fourth & Above,4200.0
AP 98 JE 6982,Toyota,RAV4,2015,132684.0,Diesel,Manual,1197.0,Third,4100.0
MH 06 HX 3130,Hyundai,Elantra,2025,18455.0,Electric,Automatic,0.0,Fourth & Above,13500.0
DL 76 YS 3158,Ford,Mustang,2017,156562.0,Petrol,Manual,4951.0,Third,4800.0
MH 40 SL 7696,Maruti,Dzire,2025,14136.0,Electric,Manual,0.0,First,10900.0
TN 31 GY 3994,Ford,Endeavour,2013,169271.0,Electric,Automatic,0.0,Third,2500.0
TS 88 CE 1347,Maruti,Ertiga,2010,204438.0,Petrol,Manual,1799.0,Second,2500.0
HR 68 PT 3252,Ford,Explorer,2010,145712.0,Hybrid,Automatic,1497.0,Third,2500.0
TN 13 LF 7647,Volkswagen,Polo,2011,252342.0,Electric,Manual,0.0,Fourth & Above,2500.0
TS 38 XR 4090,Volkswagen,Virtus,2018,90362.0,Diesel,Automatic,1598.0,First,5300.0
KA 34 KO 3515,BMW,3 Series,2021,68358.0,Diesel,Manual,,Fourth & Above,18300.0
TS 06 XD 8082,BMW,5 Series,2022,53488.0,CNG,Automatic,3982.0,First,19300.0
MH 71 XX 6780,Mahindra,Bolero,2014,100841.0,Petrol,Manual,999.0,First,3500.0
DL 97 PS 6578,Ford,Explorer,2017,140331.0,,Manual,0.0,Third,4800.0
DL 78 UO 2364,Maruti,Baleno,2013,153535.0,Hybrid,Automatic,999.0,First,2500.0
KA 40 FJ 8663,Mercedes,S-Class,2015,199711.0,Electric,Automatic,0.0,Fourth & Above,4400.0
WB 74 ZP 8365,BMW,7 Series,2023,30274.0,CNG,Manual,1998.0,Second,25500.0
TS 39 TO 9501,BMW,X5,2024,30127.0,Hybrid,Automatic,2993.0,Second,29100.0
WB 83 BF 1768,Mahindra,XUV700,2022,47917.0,Electric,Automatic,0.0,Second,12400.0
TN 73 JA 2078,BMW,X3,2010,232014.0,Electric,Automatic,0.0,First,2500.0
MH 17 LI 3519,Tata,Safari,2025,12941.0,Hybrid,Manual,1598.0,Fourth & Above,17800.0
KA 87 KE 8647,Toyota,Corolla,2023,49380.0,CNG,Manual,1999.0,Third,16900.0
TS 54 SZ 1208,BMW,3 Series,2013,203515.0,Diesel,Automatic,1998.0,Third,3200.0
HR 58 ZJ 3680,Toyota,Innova,2012,186541.0,CNG,Manual,1497.0,Second,2500.0
KA 46 HT 1325,Ford,Endeavour,2017,151917.0,Hybrid,Automatic,4951.0,Fourth & Above,4800.0
TN 93 GE 1260,Ford,Explorer,2023,48728.0,Hybrid,Automatic,1598.0,Second,15100.0
KL 65 PH 6322,Audi,A4,2011,189218.0,Electric,Manual,0.0,Third,2500.0
MH 93 WX 2002,Hyundai,Tucson,2011,229296.0,Diesel,Manual,1799.0,Fourth & Above,2500.0
DL 88 SM 1314,Tesla,Model Y,2024,39252.0,,Manual,0.0,Second,28500.0
DL 43 OG 5065,Mercedes,GLC,2016,157621.0,Diesel,Automatic,3982.0,Second,6500.0
WB 27 BF 4768,Maruti,Swift,2017,98901.0,Diesel,Automatic,1197.0,Third,3100.0
GJ 48 GW 8514,Tata,Safari,2013,215477.0,Electric,Automatic,0.0,First,2500.0
MH 42 DA 8986,Ford,Mustang,2017,93892.0,Petrol,Automatic,2755.0,First,5600.0
TN 35 EE 5901,Tesla,Model 3,2021,89657.0,Electric,Manual,0.0,Third,17300.0
DL 66 ZB 8967,Hyundai,Creta,2019,64359.0,Diesel,Automatic,999.0,Third,5400.0
HR 79 IY 2120,Maruti,Swift,2012,234516.0,,Manual,1999.0,Third,2500.0
AP 56 ZH 3845,Audi,Q7,2013,150302.0,Hybrid,Automatic,1998.0,Fourth & Above,4700.0
KA 86 VR 6974,Maruti,Baleno,2018,97836.0,Electric,Manual,,Fourth & Above,3000.0
TS 06 JE 1896,Tesla,Model Y,2017,101471.0,Electric,Automatic,0.0,Fourth & Above,10700.0
HR 25 VG 7921,Hyundai,i20,2022,54472.0,Electric,Automatic,0.0,Fourth & Above,10400.0
AP 94 DB 4547,Toyota,Fortuner,2011,235145.0,Petrol,Manual,3198.0,First,2500.0
AP 85 DM 4982,Audi,A6,2025,19408.0,CNG,Manual,1998.0,Second,33800.0
TS 54 TB 6742,Maruti,Ertiga,2013,160025.0,CNG,Automatic,1799.0,First,2500.0
TN 02 PE 8999,Volkswagen,Polo,2022,47963.0,CNG,Manual,1598.0,Fourth & Above,9600.0
TS 54 JA 8636,Ford,Mustang,2013,196294.0,Hybrid,Automatic,2755.0,Second,2500.0
HR 45 JT 9988,Maruti,Baleno,2010,283396.0,Electric,Automatic,0.0,Third,2500.0
AP 68 QX 7846,BMW,X5,2024,35874.0,Electric,Automatic,0.0,First,35500.0
TS 56 BL 6987,Mahindra,Scorpio,2012,235926.0,Electric,Manual,0.0,First,2500.0
MH 03 XB 3206,Tata,Harrier,2019,77428.0,CNG,Manual,1197.0,Fourth & Above,6200.0
DL 03 VG 2628,Hyundai,i20,2021,,Diesel,Manual,1999.0,Fourth & Above,7800.0
KL 87 EA 2695,Tata,Altroz,2025,13213.0,Electric,Manual,0.0,Third,15700.0
TS 38 SB 9311,Ford,F-150,2011,143274.0,Hybrid,Automatic,2198.0,Third,2500.0
KL 31 QQ 8836,Tesla,Model S,2011,223215.0,Electric,Manual,0.0,Fourth & Above,2600.0
TN 04 AS 2302,Ford,F-150,2022,37754.0,Diesel,Automatic,2755.0,Second,15900.0
UP 73 UN 6146,Mercedes,E-Class,2020,59672.0,Diesel,Manual,2993.0,Fourth & Above,15700.0
TS 20 OY 6362,Mercedes,GLE,2022,41580.0,Diesel,Automatic,3982.0,First,22200.0
AP 96 OO 2672,Volkswagen,Virtus,2011,122136.0,Petrol,Manual,1497.0,Second,2500.0
GJ 02 KC 7763,Ford,F-150,2012,207375.0,Petrol,Automatic,2755.0,First,2500.0
HR 99 IP 1551,Tata,Altroz,2011,230649.0,Diesel,Manual,1598.0,Second,2500.0
HR 39 JE 1242,Audi,Q7,2016,123933.0,Electric,Automatic,0.0,Third,7900.0
KL 31 OC 5918,Ford,Explorer,2018,121123.0,CNG,Automatic,1999.0,Second,5200.0
WB 76 ZD 5318,Hyundai,Elantra,2017,161222.0,Petrol,Manual,1598.0,Second,2900.0
KA 65 SX 3033,Honda,Amaze,2017,134893.0,Electric,Manual,0.0,First,3000.0
AP 72 RV 4463,Honda,Amaze,2014,188424.0,Electric,Manual,0.0,Third,2500.0
GJ 82 DJ 1159,Mercedes,C-Class,2011,154380.0,Petrol,Manual,1998.0,First,3000.0
TN 65 LN 1022,Hyundai,Elantra,2017,89636.0,Electric,Manual,0.0,Third,4000.0
GJ 59 QG 2133,Audi,Q5,2011,245611.0,Electric,Manual,0.0,Third,2700.0
MH 59 KV 8739,Toyota,Corolla,2013,142376.0,Electric,Automatic,0.0,Third,2600.0
WB 75 TQ 8369,Audi,Q5,2011,190320.0,Diesel,Manual,2993.0,Fourth & Above,2500.0
WB 52 JC 1070,Toyota,Fortuner,2017,95650.0,Diesel,Automatic,2198.0,Third,5100.0
WB 72 BL 9010,Tata,Nexon,2017,91140.0,Electric,Automatic,0.0,Second,5000.0
KA 22 KH 7490,Tata,Harrier,2012,209107.0,Petrol,Automatic,1497.0,Third,2500.0
AP 82 US 9500,Toyota,Highlander,2019,59615.0,Hybrid,Automatic,3198.0,Fourth & Above,9500.0
KL 60 AY 2176,Audi,Q5,2018,108210.0,Diesel,Automatic,1998.0,First,11600.0
KA 15 CO 2746,Mahindra,Bolero,2017,133098.0,Hybrid,Manual,999.0,Second,3800.0
KA 46 KS 7928,Audi,Q7,2011,271017.0,Petrol,Manual,2993.0,First,2500.0
TS 21 HS 2784,Mahindra,Scorpio,2017,96574.0,CNG,Automatic,1999.0,Fourth & Above,5300.0
UP 75 FM 7622,Mahindra,Thar,2016,155130.0,Petrol,Manual,1799.0,Third,3100.0
