registration_number,price,brand_encoded,model_encoded,fuel_type_encoded,transmission_encoded,owner_type_encoded,vehicle_age_scaled,mileage_scaled,engine_cc_scaled,mileage_per_year_scaled,brand,model,fuel_type,transmission,owner_type,vehicle_age,mileage,engine_cc,mileage_per_year
DL 66 ZB 8967,5400.0,4,17,1,0,3,-0.3378527632793339,-0.7496573005716516,-0.43171158358396805,-1.2525069874128725,Hyundai,Creta,Diesel,Automatic,Third,7,64359.0,999.0,8044.875
HR 79 IY 2120,2500.0,6,46,0,1,3,1.1604805761500483,1.7982140454628242,0.4162978253631812,1.532019806971585,Maruti,Swift,CNG,Manual,Third,14,234516.0,1999.0,15634.4
AP 56 ZH 3845,4700.0,0,40,3,0,1,0.9464329562315652,0.5372230927841373,0.4154498159542341,-0.26521043328124777,Audi,Q7,Hybrid,Automatic,Fourth & Above,13,150302.0,1998.0,10735.857142857143
KA 86 VR 6974,3000.0,6,8,2,1,1,-0.12380514336085073,-0.248384422869317,-0.1366043092703601,-0.21575006109908537,Maruti,Baleno,Electric,Manual,Fourth & Above,8,97836.0,1347.0,10870.666666666666
TS 06 JE 1896,10700.0,9,35,2,0,1,0.09024247655763246,-0.19395520548281323,-1.2788729831221701,-0.4812200043243568,Tesla,Model Y,Electric,Automatic,Fourth & Above,9,101471.0,0.0,10147.1
HR 25 VG 7921,10400.0,4,56,2,0,1,-0.9799956230347835,-0.8977017771329618,-1.2788729831221701,-0.2070425197724905,Hyundai,i20,Electric,Automatic,Fourth & Above,4,54472.0,0.0,10894.4
AP 94 DB 4547,2500.0,10,26,4,1,0,1.3745281960685316,1.8076324712499248,1.4330611066908132,1.187935869237862,Toyota,Fortuner,Petrol,Manual,First,15,235145.0,3198.0,14696.5625
AP 85 DM 4982,33800.0,0,4,0,1,2,-1.622138482790233,-1.422737837226598,0.4154498159542341,-0.643789311704167,Audi,A6,CNG,Manual,Second,1,19408.0,1998.0,9704.0
TS 54 TB 6742,2500.0,6,23,0,0,0,0.9464329562315652,0.6828118907618472,0.24669594357375135,-0.010404782242479765,Maruti,Ertiga,CNG,Automatic,First,13,160025.0,1799.0,11430.357142857143
TN 02 PE 8999,9600.0,11,38,0,1,1,-0.9799956230347835,-0.9951652643320685,0.07624605237537437,-0.684660945290515,Volkswagen,Polo,CNG,Manual,Fourth & Above,4,47963.0,1598.0,9592.6
TS 54 JA 8636,2500.0,2,36,3,0,2,0.9464329562315652,1.2258911989849848,1.057392938527226,0.9400782124633802,Ford,Mustang,Hybrid,Automatic,Second,13,196294.0,2755.0,14021.0
HR 45 JT 9988,2500.0,6,8,2,0,3,1.5885758159870147,2.5301260525748748,-1.2788729831221701,1.9121013960601345,Maruti,Baleno,Electric,Automatic,Third,16,283396.0,0.0,16670.352941176472
AP 68 QX 7846,35500.0,1,54,2,0,0,-1.40809086287175,-1.176181717973181,-1.2788729831221701,0.18318252046485115,BMW,X5,Electric,Automatic,First,2,35874.0,0.0,11958.0
TS 56 BL 6987,2500.0,5,44,2,1,0,1.1604805761500483,1.8193268918218257,-1.2788729831221701,1.5665075408774802,Mahindra,Scorpio,Electric,Manual,First,14,235926.0,0.0,15728.4
MH 03 XB 3206,6200.0,8,29,0,1,1,-0.3378527632793339,-0.553966670028538,-0.26380572061243246,-0.6531450267531067,Tata,Harrier,CNG,Manual,Fourth & Above,7,77428.0,1197.0,9678.5
DL 03 VG 2628,7800.0,4,56,1,1,1,-0.7659480031163003,-0.7051556130688486,0.4162978253631812,-0.0869102466669553,Hyundai,i20,Diesel,Manual,Fourth & Above,5,67331.0,1999.0,11221.833333333334
KL 87 EA 2695,15700.0,8,6,2,1,3,-1.622138482790233,-1.5154995983571045,-1.2788729831221701,-1.7802335220606593,Tata,Altroz,Electric,Manual,Third,1,13213.0,0.0,6606.5
TS 38 SB 9311,2500.0,2,25,3,0,3,1.3745281960685316,0.43198828128692995,0.585051697743664,-0.918728094637467,Ford,F-150,Hybrid,Automatic,Third,15,143274.0,2198.0,8954.625
KL 31 QQ 8836,2600.0,9,34,2,1,1,1.3745281960685316,1.6289968279429126,-1.2788729831221701,0.9143729267529357,Tesla,Model S,Electric,Manual,Fourth & Above,15,223215.0,0.0,13950.9375
TN 04 AS 2302,15900.0,2,25,1,0,2,-0.9799956230347835,-1.148031256161179,1.057392938527226,-1.4337785526209061,Ford,F-150,Diesel,Automatic,Second,4,37754.0,2755.0,7550.8
UP 73 UN 6146,15700.0,7,19,1,1,1,-0.5519003831978171,-0.8198387976529564,1.2592191778566475,-1.0765107875811737,Mercedes,E-Class,Diesel,Manual,Fourth & Above,6,59672.0,2993.0,8524.57142857143
TS 20 OY 6362,22200.0,7,28,1,0,0,-0.9799956230347835,-1.090742071643775,2.097900483305378,-1.1530337229954701,Mercedes,GLE,Diesel,Automatic,First,4,41580.0,3982.0,8316.0
AP 96 OO 2672,2500.0,11,52,4,1,2,1.3745281960685316,0.11547526970070811,-0.00940289792828771,-1.403436684599443,Volkswagen,Virtus,Petrol,Manual,Second,15,122136.0,1497.0,7633.5
GJ 02 KC 7763,2500.0,2,25,4,0,0,1.1604805761500483,1.3918142135268963,1.057392938527226,0.8681676183617264,Ford,F-150,Petrol,Automatic,First,14,207375.0,2755.0,13825.0
HR 99 IP 1551,2500.0,8,6,1,1,2,1.3745281960685316,1.7403109412995201,0.07624605237537437,1.0848395583064097,Tata,Altroz,Diesel,Manual,Second,15,230649.0,1598.0,14415.5625
HR 39 JE 1242,7900.0,0,40,2,0,3,0.30429009647611566,0.14238291857100996,-1.2788729831221701,-0.07047242765345894,Audi,Q7,Electric,Automatic,Third,10,123933.0,0.0,11266.636363636364
KL 31 OC 5918,5200.0,2,24,0,0,2,-0.12380514336085073,0.10030696235200706,0.4162978253631812,0.733559465457157,Ford,Explorer,CNG,Automatic,Second,8,121123.0,1999.0,13458.111111111111
WB 76 ZD 5318,2900.0,4,21,4,1,2,0.09024247655763246,0.7007353496921485,0.07624605237537437,1.7109891324960074,Hyundai,Elantra,Petrol,Manual,Second,9,161222.0,1598.0,16122.2
KA 65 SX 3033,3000.0,3,7,2,1,0,0.09024247655763246,0.3064941214750213,-1.2788729831221701,0.7450023814233325,Honda,Amaze,Electric,Manual,First,9,134893.0,0.0,13489.3
AP 72 RV 4463,2500.0,3,7,2,1,3,0.732385336313082,1.1080485742719766,-1.2788729831221701,1.113673999087898,Honda,Amaze,Electric,Manual,Third,12,188424.0,0.0,14494.153846153846
GJ 82 DJ 1159,3000.0,7,11,4,1,0,1.3745281960685316,0.5982856370763414,0.4154498159542341,-0.6640600276435362,Mercedes,C-Class,Petrol,Manual,First,15,154380.0,1998.0,9648.75
TN 65 LN 1022,4000.0,4,21,2,1,3,0.09024247655763246,-0.37116835204932547,-1.2788729831221701,-0.9154352498310263,Hyundai,Elantra,Electric,Manual,Third,9,89636.0,0.0,8963.6
GJ 59 QG 2133,2700.0,0,39,2,1,3,1.3745281960685316,1.9643466911033358,-1.2788729831221701,1.4279283047824758,Audi,Q5,Electric,Manual,Third,15,245611.0,0.0,15350.6875
MH 59 KV 8739,2600.0,10,16,2,0,3,0.9464329562315652,0.41854194367672903,-1.2788729831221701,-0.4729230312585464,Toyota,Corolla,Electric,Automatic,Third,13,142376.0,0.0,10169.714285714286
WB 75 TQ 8369,2500.0,0,39,1,1,1,1.3745281960685316,1.1364386144823786,1.2592191778566475,0.16006840093217672,Audi,Q5,Diesel,Manual,Fourth & Above,15,190320.0,2993.0,11895.0
WB 52 JC 1070,5100.0,10,26,1,0,3,0.09024247655763246,-0.28111682155071926,0.585051697743664,-0.6947871309905439,Toyota,Fortuner,Diesel,Automatic,Third,9,95650.0,2198.0,9565.0
WB 72 BL 9010,5000.0,8,37,2,0,2,0.09024247655763246,-0.3486479825997239,-1.2788729831221701,-0.8602548755815942,Tata,Nexon,Electric,Automatic,Second,9,91140.0,0.0,9114.0
KA 22 KH 7490,2500.0,8,29,4,0,3,1.1604805761500483,1.417748575153698,-0.00940289792828771,0.9105312744787553,Tata,Harrier,Petrol,Automatic,Third,14,209107.0,1497.0,13940.466666666667
AP 82 US 9500,9500.0,10,30,3,0,1,-0.3378527632793339,-0.8206922956972564,1.4330611066908132,-1.4700732236489984,Toyota,Highlander,Hybrid,Automatic,Fourth & Above,7,59615.0,3198.0,7451.875
KL 60 AY 2176,11600.0,0,39,1,0,0,-0.12380514336085073,-0.09304777880670627,0.4154498159542341,0.20715271849873595,Audi,Q5,Diesel,Automatic,First,8,108210.0,1998.0,12023.333333333334
KA 15 CO 2746,3800.0,5,9,3,1,2,0.09024247655763246,0.27961641990451946,-0.43171158358396805,0.679145485294522,Mahindra,Bolero,Hybrid,Manual,Second,9,133098.0,999.0,13309.8
KA 46 KS 7928,2500.0,0,40,4,1,0,1.3745281960685316,2.344767240462762,1.2592191778566475,2.0105050119720853,Audi,Q7,Petrol,Manual,First,15,271017.0,2993.0,16938.5625
TS 21 HS 2784,5300.0,5,44,0,0,1,0.09024247655763246,-0.26728116904311827,0.4162978253631812,-0.6608864223426216,Mahindra,Scorpio,CNG,Automatic,Fourth & Above,9,96574.0,1999.0,9657.4
UP 75 FM 7622,3100.0,5,47,4,1,3,0.30429009647611566,0.6095158745013421,0.24669594357375135,0.9700631958109619,Mahindra,Thar,Petrol,Manual,Third,10,155130.0,1799.0,14102.727272727272
KL 28 SJ 8005,7800.0,4,45,0,0,1,-0.9799956230347835,-0.7320632619391504,-0.26380572061243246,0.6046666556892378,Hyundai,Sonata,CNG,Automatic,Fourth & Above,4,65534.0,1197.0,13106.8
AP 43 VH 3513,11400.0,9,33,2,1,3,-0.12380514336085073,-0.09027765357520608,-1.2788729831221701,0.21469436243796805,Tesla,Model 3,Electric,Manual,Third,8,108395.0,0.0,12043.888888888889
KA 98 PT 7398,13900.0,5,9,4,1,3,-1.40809086287175,-1.2444016669175857,0.24669594357375135,-0.37400228689422094,Mahindra,Bolero,Petrol,Manual,Third,2,31318.0,1799.0,10439.333333333334
MH 16 WD 7366,13500.0,5,47,4,0,2,-1.1940432429532666,-1.3145831639988905,-0.00940289792828771,-1.7614303692662219,Mahindra,Thar,Petrol,Automatic,Second,3,26631.0,1497.0,6657.75
AP 27 SR 8337,2500.0,2,25,0,1,3,1.5885758159870147,1.2088811326985835,1.4330611066908132,0.007765561023602171,Ford,F-150,CNG,Manual,Third,16,195158.0,3198.0,11479.882352941177
DL 77 WH 5104,7600.0,10,13,3,0,1,-0.3378527632793339,-0.12768183102540867,-0.43171158358396805,0.6524816974050444,Toyota,Camry,Hybrid,Automatic,Fourth & Above,7,105897.0,999.0,13237.125
MH 47 KE 1897,17700.0,11,32,0,0,1,-1.622138482790233,-1.4156103798741975,0.4162978253631812,-0.5564693045807303,Volkswagen,Jetta,CNG,Automatic,Fourth & Above,1,19884.0,1999.0,9942.0
TN 11 KN 2209,2800.0,4,21,4,1,0,0.5183377163945988,0.26393900845921836,0.4162978253631812,-0.1667395669048033,Hyundai,Elantra,Petrol,Manual,First,11,132051.0,1999.0,11004.25
TN 07 VX 9388,15900.0,8,37,3,1,2,-1.40809086287175,-1.3856930273739954,-0.43171158358396805,-1.5279961065255219,Tata,Nexon,Hybrid,Manual,Second,2,21882.0,999.0,7294.0
WB 28 CB 5320,6600.0,2,24,0,1,1,-0.3378527632793339,-0.13928640969790945,0.07624605237537437,0.6169391524887294,Ford,Explorer,CNG,Manual,Fourth & Above,7,105122.0,1598.0,13140.25
TS 41 XN 2150,2500.0,11,49,2,1,1,0.9464329562315652,0.8733216384395605,-1.2788729831221701,0.3230203229890582,Volkswagen,Tiguan,Electric,Manual,Fourth & Above,13,172748.0,0.0,12339.142857142857
KA 68 XM 5709,3700.0,0,4,0,1,2,0.732385336313082,1.5602977222017078,0.4154498159542341,1.9660741849796757,Audi,A6,CNG,Manual,Second,12,218627.0,1998.0,16817.46153846154
KA 89 UN 4911,9400.0,3,14,1,1,2,-0.9799956230347835,-1.1437038713400787,-0.26380572061243246,-1.4125722651766428,Honda,City,Diesel,Manual,Second,4,38043.0,1197.0,7608.6
TN 32 EH 2109,3400.0,8,48,0,1,1,0.30429009647611566,0.011453323845400936,0.07624605237537437,-0.36211724900079717,Tata,Tiago,CNG,Manual,Fourth & Above,10,115189.0,1598.0,10471.727272727272
KA 23 MT 4938,8500.0,9,34,2,1,1,0.09024247655763246,0.32581012984602264,-1.2788729831221701,0.7923312928473801,Tesla,Model S,Electric,Manual,Fourth & Above,9,136183.0,0.0,13618.3
HR 34 JV 9523,6600.0,5,44,1,0,2,-0.5519003831978171,-0.20997701087581433,0.24669594357375135,1.0582170456303828,Mahindra,Scorpio,Diesel,Automatic,Second,6,100401.0,1799.0,14343.0
DL 29 BN 5218,23700.0,7,19,2,1,0,-1.1940432429532666,-0.9508881815777654,-1.2788729831221701,0.466422207436671,Mercedes,E-Class,Electric,Manual,First,3,50920.0,0.0,12730.0
WB 89 BY 7367,2500.0,10,26,4,0,3,1.5885758159870147,1.0159606273869703,1.4330611066908132,-0.27029449131904704,Toyota,Fortuner,Petrol,Automatic,Third,16,182274.0,3198.0,10722.0
MH 03 WX 5365,38100.0,9,33,2,1,3,-1.622138482790233,-1.4434913159879994,-1.2788729831221701,-0.8980446265635856,Tesla,Model 3,Electric,Manual,Third,1,18022.0,0.0,9011.0
DL 42 QJ 2187,13100.0,8,29,2,0,0,-1.40809086287175,-1.3837015319372954,-1.2788729831221701,-1.511730615002529,Tata,Harrier,Electric,Automatic,First,2,22015.0,0.0,7338.333333333333
UP 26 TL 9009,2500.0,6,46,0,0,1,0.5183377163945988,0.665247799429146,-0.26380572061243246,0.6526804299142536,Maruti,Swift,CNG,Automatic,Fourth & Above,11,158852.0,1197.0,13237.666666666666
KA 09 PV 4548,20600.0,0,39,1,0,1,-0.7659480031163003,-0.9913320099576682,1.2592191778566475,-1.2555796977475733,Audi,Q5,Diesel,Automatic,Fourth & Above,5,48219.0,2993.0,8036.5
AP 14 DF 6976,2500.0,8,6,1,0,1,1.5885758159870147,0.7731329469586535,0.4162978253631812,-0.6202867195743045,Tata,Altroz,Diesel,Automatic,Fourth & Above,16,166057.0,1999.0,9768.058823529413
TN 96 QW 3394,2500.0,6,10,4,1,3,0.5183377163945988,-0.040729846056102664,0.07624605237537437,-0.7888334691949178,Maruti,Brezza,Petrol,Manual,Third,11,111704.0,1598.0,9308.666666666666
TN 61 VW 9547,8800.0,0,4,0,0,2,-0.12380514336085073,0.4843661086371336,0.8386065110188615,1.779157440578085,Audi,A6,CNG,Automatic,Second,8,146772.0,2497.0,16308.0
MH 24 AP 3191,2500.0,6,8,2,0,3,1.1604805761500483,0.36517585543312536,-1.2788729831221701,-0.8088412467374867,Maruti,Baleno,Electric,Automatic,Third,14,138812.0,0.0,9254.133333333333
WB 92 FP 8043,15400.0,10,13,1,0,3,-1.40809086287175,-1.1727976730957808,0.4162978253631812,0.21082162636106522,Toyota,Camry,Diesel,Automatic,Third,2,36100.0,1999.0,12033.333333333334
TN 03 LC 1530,18400.0,1,54,3,0,3,-0.5519003831978171,-0.8827281272329608,0.4154498159542341,-1.2966452593209303,BMW,X5,Hybrid,Automatic,Third,6,55472.0,1998.0,7924.571428571428
TN 02 GN 1175,3300.0,6,46,1,1,1,-0.3378527632793339,-0.09202957061350621,-0.26380572061243246,0.7616775676576193,Maruti,Swift,Diesel,Manual,Fourth & Above,7,108278.0,1197.0,13534.75
WB 19 UI 4235,2900.0,5,55,0,1,0,0.732385336313082,0.17375271511151213,1.057392938527226,-0.6472888853574655,Mahindra,XUV700,CNG,Manual,First,12,126028.0,2755.0,9694.461538461539
AP 91 MH 3031,2800.0,5,44,0,1,0,0.30429009647611566,0.418212523378929,0.24669594357375135,0.5439362244553371,Mahindra,Scorpio,CNG,Manual,First,10,142354.0,1799.0,12941.272727272728
HR 48 II 2053,10300.0,8,6,3,1,2,-0.9799956230347835,-0.6901969368187475,-0.26380572061243246,0.809831983350691,Tata,Altroz,Hybrid,Manual,Second,4,68330.0,1197.0,13666.0
HR 38 ZX 6427,2500.0,10,30,2,1,0,0.9464329562315652,0.72318085089225,-1.2788729831221701,0.06024790059208929,Toyota,Highlander,Electric,Manual,First,13,162721.0,0.0,11622.92857142857
AP 89 FQ 1058,2500.0,6,46,2,0,3,0.9464329562315652,0.5389750098224373,-0.26380572061243246,-0.26214427456772965,Maruti,Swift,Electric,Automatic,Third,13,150419.0,1197.0,10744.214285714286
DL 16 KF 6429,12400.0,0,4,3,1,1,-0.3378527632793339,-0.7378580644504508,2.097900483305378,-1.2163682449689293,Audi,A6,Hybrid,Manual,Fourth & Above,7,65147.0,3982.0,8143.375
DL 59 UO 5983,3600.0,4,45,0,1,3,0.09024247655763246,0.32606468189432264,0.24669594357375135,0.7929550071839764,Hyundai,Sonata,CNG,Manual,Third,9,136200.0,1799.0,13620.0
WB 26 TL 1765,10700.0,1,53,3,0,1,-0.12380514336085073,0.2037599095111142,0.8386065110188615,1.0152092923553007,BMW,X3,Hybrid,Automatic,Fourth & Above,8,128032.0,2497.0,14225.777777777777
GJ 71 RF 7584,2500.0,3,15,3,0,1,0.9464329562315652,1.6857769083637164,-0.26380572061243246,1.7449579780042297,Honda,Civic,Hybrid,Automatic,Fourth & Above,13,227007.0,1197.0,16214.785714285714
TS 69 ZQ 1114,2500.0,10,16,0,1,2,1.1604805761500483,2.056254954189542,-0.43171158358396805,1.953528401581721,Toyota,Corolla,CNG,Manual,Second,14,251749.0,999.0,16783.266666666666
DL 48 WK 5833,34300.0,9,34,2,0,2,-1.622138482790233,-1.5284068845709053,-1.2788729831221701,-1.938363450927051,Tesla,Model S,Electric,Automatic,Second,1,12351.0,0.0,6175.5
UP 78 CD 4086,3400.0,11,49,3,0,1,0.5183377163945988,-0.26214520712741796,-0.00940289792828771,-1.2409346405304422,Volkswagen,Tiguan,Hybrid,Automatic,Fourth & Above,11,96917.0,1497.0,8076.416666666667
HR 42 YV 2705,2500.0,5,55,2,0,2,1.5885758159870147,1.9614268293728354,-1.2788729831221701,1.0924242159938644,Mahindra,XUV700,Electric,Automatic,Second,16,245416.0,0.0,14436.235294117647
WB 22 FD 4360,2500.0,3,14,3,0,0,1.5885758159870147,1.59334456753101,-0.43171158358396805,0.5619001391010515,Honda,City,Hybrid,Automatic,First,16,220834.0,999.0,12990.235294117647
KA 17 VQ 9457,25300.0,1,54,1,0,1,-0.9799956230347835,-1.1279815389450776,2.097900483305378,-1.335525200067728,BMW,X5,Diesel,Automatic,Fourth & Above,4,39093.0,3982.0,7818.6
UP 78 YU 8850,2500.0,0,4,3,0,0,1.5885758159870147,1.9189615582564326,0.4154498159542341,1.0312182001258305,Audi,A6,Hybrid,Automatic,First,16,242580.0,1998.0,14269.411764705883
WB 63 XR 9504,28800.0,0,4,3,0,0,-1.40809086287175,-1.3730253195585946,0.8386065110188615,-1.4245329048078363,Audi,A6,Hybrid,Automatic,First,2,22728.0,2497.0,7576.0
HR 31 SO 7486,2500.0,11,49,0,0,0,0.732385336313082,0.7054819967104489,0.24669594357375135,0.35491563079003313,Volkswagen,Tiguan,CNG,Automatic,First,12,161539.0,1799.0,12426.076923076924
UP 37 TS 5869,2500.0,9,33,2,1,1,1.3745281960685316,1.750807469879421,-1.2788729831221701,1.1009139608782397,Tesla,Model 3,Electric,Manual,Fourth & Above,15,231350.0,0.0,14459.375
TN 58 MS 3791,36500.0,7,27,3,0,3,-1.40809086287175,-1.2154725753107838,0.4154498159542341,-0.13772462056021573,Mercedes,GLC,Hybrid,Automatic,Third,2,33250.0,1998.0,11083.333333333334
KL 46 SD 7406,4700.0,9,35,2,0,2,0.732385336313082,0.47813707027873315,-1.2788729831221701,-0.07358458516185461,Tesla,Model Y,Electric,Automatic,Second,12,146356.0,0.0,11258.153846153846
UP 95 BO 8031,6900.0,10,31,0,1,3,-0.12380514336085073,-0.4064911921634279,0.4162978253631812,-0.6461944846361382,Toyota,Innova,CNG,Manual,Third,8,87277.0,1999.0,9697.444444444445
GJ 10 MP 9622,6800.0,4,56,2,0,1,-0.5519003831978171,-0.5296644362408364,-1.2788729831221701,-0.06079985238004552,Hyundai,i20,Electric,Automatic,Fourth & Above,6,79051.0,0.0,11293.0
KL 60 MD 4167,13800.0,7,19,1,1,1,-0.3378527632793339,-0.12077897842150818,0.4154498159542341,0.6736237789617168,Mercedes,E-Class,Diesel,Manual,Fourth & Above,7,106358.0,1998.0,13294.75
DL 26 WW 9209,2500.0,4,51,0,1,1,1.5885758159870147,1.7563027993927214,0.24669594357375135,0.7967749877229899,Hyundai,Verna,CNG,Manual,Fourth & Above,16,231717.0,1799.0,13630.411764705883
TN 94 FH 2425,2500.0,4,50,0,0,2,1.5885758159870147,0.7956832637080551,0.24669594357375135,-0.5877845122762583,Hyundai,Tucson,CNG,Automatic,Second,16,167563.0,1799.0,9856.64705882353
MH 34 TW 1878,10700.0,2,20,3,0,0,-0.5519003831978171,-0.7764751075425534,-0.00940289792828771,-0.9247228280196659,Ford,EcoSport,Hybrid,Automatic,First,6,62568.0,1497.0,8938.285714285714
UP 32 WL 6143,6300.0,1,1,4,0,1,0.732385336313082,0.2093900018735146,1.2592191778566475,-0.5801196491086684,BMW,5 Series,Petrol,Automatic,Fourth & Above,12,128408.0,2993.0,9877.538461538461
HR 10 GN 6065,11400.0,4,50,1,1,0,-1.40809086287175,-1.1608037795258799,0.07624605237537437,0.3087814662852568,Hyundai,Tucson,Diesel,Manual,First,2,36901.0,1598.0,12300.333333333334
UP 12 UE 8825,10900.0,7,27,4,1,0,-0.12380514336085073,0.2653016106001185,0.8386065110188615,1.1827560847350045,Mercedes,GLC,Petrol,Manual,First,8,132142.0,2497.0,14682.444444444445
MH 70 UH 1432,11300.0,11,38,2,1,2,-1.1940432429532666,-1.1668381604355804,-1.2788729831221701,-0.8564025223261484,Volkswagen,Polo,Electric,Manual,Second,3,36498.0,0.0,9124.5
TS 44 SK 1836,5500.0,4,17,3,1,0,-0.3378527632793339,-0.5295446470416364,-0.00940289792828771,-0.5783451677098687,Hyundai,Creta,Hybrid,Manual,First,7,79059.0,1497.0,9882.375
UP 87 JZ 4545,4100.0,2,20,2,0,1,0.30429009647611566,0.5818745167859403,-1.2788729831221701,0.9084922511395088,Ford,EcoSport,Electric,Automatic,Fourth & Above,10,153284.0,0.0,13934.90909090909
GJ 23 WX 5000,32900.0,1,1,0,1,3,-1.622138482790233,-1.4581355455902005,2.097900483305378,-1.077454221031487,BMW,5 Series,CNG,Manual,Third,1,17044.0,3982.0,8522.0
MH 20 BS 8276,10600.0,8,48,1,0,0,-0.9799956230347835,-0.7285744015124501,-0.26380572061243246,0.6217637663276924,Tata,Tiago,Diesel,Automatic,First,4,65767.0,1197.0,13153.4
KL 04 XC 6583,2500.0,4,50,0,1,1,1.5885758159870147,1.2049730100746834,0.4162978253631812,0.002132708364379111,Hyundai,Tucson,CNG,Manual,Fourth & Above,16,194897.0,1999.0,11464.529411764706
AP 77 PF 2876,3000.0,11,38,1,0,3,0.5183377163945988,0.4917106839130841,0.24669594357375135,0.2983403659937112,Volkswagen,Polo,Diesel,Automatic,Third,11,147262.5,1799.0,12271.875
UP 49 ZU 3403,2500.0,8,29,1,1,0,1.1604805761500483,1.1458270929696792,0.4162978253631812,0.46634882927942417,Tata,Harrier,Diesel,Manual,First,14,190947.0,1999.0,12729.8
GJ 17 EQ 4820,7500.0,3,15,1,1,1,-0.5519003831978171,-0.7493278802738516,-0.43171158358396805,-0.8296981143853377,Honda,Civic,Diesel,Manual,Fourth & Above,6,64381.0,999.0,9197.285714285714
KL 95 RR 8289,14700.0,11,52,4,0,3,-1.40809086287175,-1.2705157123431876,0.24669594357375135,-0.5872881306242962,Volkswagen,Virtus,Petrol,Automatic,Third,2,29574.0,1799.0,9858.0
UP 71 BJ 5238,3800.0,2,22,1,1,0,0.732385336313082,-0.13766925550870934,1.057392938527226,-1.2342576985938059,Ford,Endeavour,Diesel,Manual,First,12,105230.0,2755.0,8094.615384615385
AP 89 AU 7989,9000.0,8,6,3,0,1,-0.7659480031163003,-0.7032389858816483,-0.43171158358396805,-0.07908324322731995,Tata,Altroz,Hybrid,Automatic,Fourth & Above,5,67459.0,999.0,11243.166666666666
GJ 60 WI 8688,3800.0,7,28,1,1,3,0.732385336313082,1.0028886310242693,2.097900483305378,0.9154683074176021,Mercedes,GLE,Diesel,Manual,Third,12,181401.0,3982.0,13953.923076923076
KL 07 NC 3331,2500.0,5,44,0,0,1,1.5885758159870147,1.3245675518259916,-0.00940289792828771,0.17450663246099005,Mahindra,Scorpio,CNG,Automatic,Fourth & Above,16,202884.0,1497.0,11934.35294117647
WB 93 CW 7187,4800.0,0,40,0,1,2,0.732385336313082,0.7290056007033504,0.8386065110188615,0.39925297118787334,Audi,Q7,CNG,Manual,Second,12,163110.0,2497.0,12546.923076923076
AP 94 WM 9892,30000.0,7,11,2,1,1,-1.40809086287175,-1.4302995304260986,-1.2788729831221701,-1.8923186572548187,Mercedes,C-Class,Electric,Manual,Fourth & Above,2,18903.0,0.0,6301.0
UP 48 UC 3364,3100.0,6,46,2,0,3,0.30429009647611566,-0.33900495206412323,-1.2788729831221701,-1.1427607809809481,Maruti,Swift,Electric,Automatic,Third,10,91784.0,0.0,8344.0
WB 88 IC 7535,2500.0,5,55,3,1,3,0.9464329562315652,1.6176767486185117,1.057392938527226,1.6257708854479902,Mahindra,XUV700,Hybrid,Manual,Third,13,222459.0,2755.0,15889.92857142857
KA 61 AW 9428,2500.0,10,13,3,1,1,1.1604805761500483,2.0603128133124424,-0.43171158358396805,1.960156895119662,Toyota,Camry,Hybrid,Manual,Fourth & Above,14,252020.0,999.0,16801.333333333332
WB 14 XB 8721,21800.0,9,34,2,1,0,-0.9799956230347835,-0.8743878042386601,-1.2788729831221701,-0.09279272893955705,Tesla,Model S,Electric,Manual,First,4,56029.0,0.0,11205.8
MH 83 JN 2363,14500.0,7,11,0,0,1,-0.3378527632793339,-0.5974501493381411,2.097900483305378,-0.7863263821556593,Mercedes,C-Class,CNG,Automatic,Fourth & Above,7,74524.0,3982.0,9315.5
KA 64 RX 6932,6200.0,11,38,0,1,0,-0.5519003831978171,-0.09869284481900667,0.4162978253631812,1.4477502346708282,Volkswagen,Polo,CNG,Manual,First,6,107833.0,1999.0,15404.714285714286
WB 30 WV 3877,4700.0,10,31,3,0,1,0.5183377163945988,0.4917106839130841,-0.26380572061243246,0.2983403659937112,Toyota,Innova,Hybrid,Automatic,Fourth & Above,11,147262.5,1197.0,12271.875
KL 87 WU 6468,2500.0,10,13,2,0,1,1.5885758159870147,2.5997984455595797,-1.2788729831221701,2.012521562433182,Toyota,Camry,Electric,Automatic,Fourth & Above,16,288049.0,0.0,16944.058823529413
MH 45 EM 5225,13700.0,11,32,2,0,3,-1.1940432429532666,-1.1427455577464787,-1.2788729831221701,-0.7088207035639534,Volkswagen,Jetta,Electric,Automatic,Third,3,38107.0,0.0,9526.75
WB 47 CG 4905,2500.0,11,32,4,0,2,1.3745281960685316,0.7544458318834522,0.07624605237537437,-0.4249160270420863,Volkswagen,Jetta,Petrol,Automatic,Second,15,164809.0,1598.0,10300.5625
WB 49 YA 9686,15100.0,5,55,2,0,1,-1.40809086287175,-1.174699326633081,-1.2788729831221701,0.19528991641053775,Mahindra,XUV700,Electric,Automatic,Fourth & Above,2,35973.0,0.0,11991.0
GJ 39 TX 7405,17000.0,4,50,2,0,0,-1.622138482790233,-1.4153558278258975,-1.2788729831221701,-0.5533507328977505,Hyundai,Tucson,Electric,Automatic,First,1,19901.0,0.0,9950.5
MH 37 XB 6824,2500.0,6,23,4,1,2,1.1604805761500483,0.5904544181786409,-0.00940289792828771,-0.44084978814586057,Maruti,Ertiga,Petrol,Manual,Second,14,153857.0,1497.0,10257.133333333333
